surname,nationality,split
Gatti,Italian,train
Ferrara,Italian,train
Zini,Italian,train
Lèmmi,Italian,train
Innocenti,Italian,train
Farina,Italian,train
Abbatangelo,Italian,train
Luzzatto,Italian,train
Accardo,Italian,train
Bulgari,Italian,train
Zanetti,Italian,train
Bagni,Italian,train
Ruggeri,Italian,train
Sansone,Italian,train
Columbo,Italian,train
Notoriano,Italian,train
Nicotera,Italian,train
Garofalo,Italian,train
Favero,Italian,train
Nardo,Italian,train
Moretti,Italian,train
Bandoni,Italian,train
Garfagnini,Italian,train
Tarantino,Italian,train
Pontecorvo,Italian,train
Leccese,Italian,train
Parisi,Italian,train
Carbone,Italian,train
Baldi,Italian,train
Buffone,Italian,train
Altamura,Italian,train
Barzetti,Italian,train
Cavalcante,Italian,train
Quattrocchi,Italian,train
Piazza,Italian,train
Sinagra,Italian,train
Azzarà,Italian,train
Naldi,Italian,train
Sciacchitano,Italian,train
Salvail,Italian,train
Episcopo,Italian,train
Neri,Italian,train
Arbore,Italian,train
Manfredi,Italian,train
Agani,Italian,train
Rinaldi,Italian,train
Toloni,Italian,train
Arrighetti,Italian,train
Sciarra,Italian,train
Piovene,Italian,train
Scarpa,Italian,train
Acciaio,Italian,train
angelis,Italian,train
Fabbri,Italian,train
Tornincasa,Italian,train
Traverso,Italian,train
Capitani,Italian,train
Guidi,Italian,train
Sarto,Italian,train
Bellandini,Italian,train
Ricci,Italian,train
Agostini,Italian,train
Bellincioni,Italian,train
Aucciello,Italian,train
Nespola,Italian,train
Pedrotti,Italian,train
Lando,Italian,train
Caruso,Italian,train
Guerriero,Italian,train
Gentile,Italian,train
Albricci,Italian,train
Tanzi,Italian,train
De,Italian,train
palma,Italian,train
Albero,Italian,train
Bassi,Italian,train
Barsetti,Italian,train
Abbaticchio,Italian,train
Amoretto,Italian,train
Savona,Italian,train
Pozzi,Italian,train
Arrighi,Italian,train
Laguardia,Italian,train
Allegro,Italian,train
Aleppo,Italian,train
Morello,Italian,train
Testa,Italian,train
Notaro,Italian,train
Borgogni,Italian,train
stefano,Italian,train
D'amore,Italian,train
Tedesco,Italian,train
Ganza,Italian,train
Lagomarsìno,Italian,train
Guttuso,Italian,train
Montana,Italian,train
Ferraro,Italian,train
laurentis,Italian,train
Magro,Italian,train
Veronesi,Italian,train
Padovan,Italian,train
Barbieri,Italian,train
Giùgovaz,Italian,train
Verona,Italian,train
Pherigo,Italian,train
Sapienti,Italian,train
Di,Italian,train
Martinelli,Italian,train
Ajello,Italian,train
Alagona,Italian,train
Goretti,Italian,train
Bartolomeo,Italian,train
Carlevaro,Italian,train
Negrini,Italian,train
Angioli,Italian,train
Laganà,Italian,train
Sanna,Italian,train
Leoni,Italian,train
Monte,Italian,train
Arrigucci,Italian,train
Aggio,Italian,train
Alescio,Italian,train
Alfero,Italian,train
Como,Italian,train
Nani,Italian,train
Falco,Italian,train
campo,Italian,train
pasqua,Italian,train
Aquino,Italian,train
Profeta,Italian,train
Marchioni,Italian,train
Vitali,Italian,train
Aiolfi,Italian,train
Amadei,Italian,train
Rossini,Italian,train
Valerio,Italian,train
Conti,Italian,train
Napoletani,Italian,train
Fortunato,Italian,train
Sordi,Italian,train
Nervi,Italian,train
Rana,Italian,train
Pavone,Italian,train
Bologna,Italian,train
Albano,Italian,train
Acone,Italian,train
mercurio,Italian,train
Tafani,Italian,train
Zino,Italian,train
Fierro,Italian,train
Muggia,Italian,train
Scavo,Italian,train
Nana,Italian,train
Soriano,Italian,train
Nicastro,Italian,train
Acconci,Italian,train
Nicchi,Italian,train
Africano,Italian,train
Nardi,Italian,train
Selmone,Italian,train
Righi,Italian,train
Oberti,Italian,train
Vico,Italian,train
Sinagra,Italian,train
Salvaggi,Italian,train
Adamo,Italian,train
Coiro,Italian,train
Gimondi,Italian,train
Crocetti,Italian,train
Sebastiani,Italian,train
Tivoli,Italian,train
Bencivenni,Italian,train
Pagani,Italian,train
Basurto,Italian,train
Abategiovanni,Italian,train
Aggi,Italian,train
Benedetti,Italian,train
Di,Italian,train
Franco,Italian,train
Sala,Italian,train
Cracchiolo,Italian,train
Lamberti,Italian,train
Turchi,Italian,train
Ventimiglia,Italian,train
Mondadori,Italian,train
Ragno,Italian,train
Esposito,Italian,train
Nascimbeni,Italian,train
Belluomi,Italian,train
Armati,Italian,train
Villa,Italian,train
Zambrano,Italian,val
Rocco,Italian,val
Palladino,Italian,val
Oberto,Italian,val
Mariani,Italian,val
Abbate,Italian,val
Piccirillo,Italian,val
Nanni,Italian,val
Valentini,Italian,val
Traversi,Italian,val
Sultana,Italian,val
Laterza,Italian,val
Roncalli,Italian,val
Lippi,Italian,val
Campana,Italian,val
Alberghini,Italian,val
Zeni,Italian,val
Romero,Italian,val
Sarno,Italian,val
Trucco,Italian,val
Leggièri,Italian,val
D'angelo,Italian,val
Turati,Italian,val
Porto,Italian,val
Stilo,Italian,val
Berti,Italian,val
Costanzo,Italian,val
Adalardi,Italian,val
Orlando,Italian,val
Todaro,Italian,val
Gallo,Italian,val
Abrami,Italian,val
Baldovini,Italian,val
Pietri,Italian,val
Ardovini,Italian,val
Abatantuono,Italian,val
Bove,Italian,val
Sgro,Italian,val
Nelli,Italian,val
Traversa,Italian,val
Marconi,Italian,val
Murtas,Italian,val
Nave,Italian,val
Taverna,Italian,val
Poletti,Italian,val
Armonni,Italian,val
Idoni,Italian,val
Riva,Italian,val
Lagorio,Italian,val
Robustelli,Italian,val
Ongaro,Italian,val
Adimari,Italian,val
Leone,Italian,val
Caivano,Italian,val
Montanari,Italian,val
Alunni,Italian,val
Amerighi,Italian,val
Baldinotti,Italian,val
Zunino,Italian,val
Accosi,Italian,val
Murgia,Italian,val
Adessi,Italian,val
Biondo,Italian,val
Accardi,Italian,val
Pavesi,Italian,val
Gabrielli,Italian,val
Padovano,Italian,val
Pace,Italian,val
Benetton,Italian,val
Aconi,Italian,val
Tosi,Italian,val
Cola,Italian,val
Ughi,Italian,val
Sparacello,Italian,val
Cremonesi,Italian,val
Morandi,Italian,val
Bazzoli,Italian,val
Fontana,Italian,val
Cremona,Italian,val
Pesaresi,Italian,val
Nasato,Italian,val
Aliprandi,Italian,val
Aita,Italian,val
D'ambrosio,Italian,val
Fonda,Italian,val
Ungaretti,Italian,val
Romagna,Italian,val
Terranova,Italian,val
Abramo,Italian,val
Amello,Italian,val
Stabile,Italian,test
Cantu,Italian,test
Caito,Italian,test
Lupo,Italian,test
Agli,Italian,test
Alesi,Italian,test
Alessandri,Italian,test
Micheli,Italian,test
Somma,Italian,test
Baglio,Italian,test
Acquafredda,Italian,test
Provenza,Italian,test
Negri,Italian,test
Bosco,Italian,test
Basile,Italian,test
Rocchi,Italian,test
Bello,Italian,test
Ruzzier,Italian,test
De,Italian,test
Lombardi,Italian,test
pietro,Italian,test
Romano,Italian,test
Adelardi,Italian,test
Nascimbene,Italian,test
Amalberti,Italian,test
Aloia,Italian,test
Alesci,Italian,test
Necchi,Italian,test
Naggia,Italian,test
Bondesan,Italian,test
Nizzola,Italian,test
Baggi,Italian,test
Busto,Italian,test
Altimari,Italian,test
Airò,Italian,test
Di,Italian,test
Rao,Italian,test
Milano,Italian,test
Neroni,Italian,test
Viola,Italian,test
Lazzari,Italian,test
Marchetti,Italian,test
Messana,Italian,test
Brambani,Italian,test
Marino,Italian,test
Baldini,Italian,test
Benvenuti,Italian,test
Ardizzone,Italian,test
Pagano,Italian,test
Fiscella,Italian,test
Piccoli,Italian,test
Alderisi,Italian,test
Corti,Italian,test
Ré,Italian,test
Benenati,Italian,test
Masin,Italian,test
Nepi,Italian,test
Caro,Italian,test
Agrioli,Italian,test
Albrici,Italian,test
Salucci,Italian,test
Carrara,Italian,test
Rossi,Italian,test
Baggio,Italian,test
Nicodemo,Italian,test
Sorrentino,Italian,test
santis,Italian,test
Bartalotti,Italian,test
De,Italian,test
Vaccaro,Italian,test
Alessi,Italian,test
Cucinotta,Italian,test
Ambrosi,Italian,test
Di,Italian,test
Aliberti,Italian,test
Sciacca,Italian,test
Caiazzo,Italian,test
Naggi,Italian,test
Uggeri,Italian,test
De,Italian,test
Orsini,Italian,test
Zappa,Italian,test
Calligaris,Italian,test
Arlotti,Italian,test
Dinapoli,Italian,test
Ambrogi,Italian,test
Cuocco,Italian,test
Scarsi,Italian,test
Fausti,Italian,test
Milani,Italian,test
Miyahara,Japanese,train
Nagumo,Japanese,train
Oshima,Japanese,train
Mushashibo,Japanese,train
Kamioka,Japanese,train
Uehara,Japanese,train
Namiki,Japanese,train
Iwakura,Japanese,train
Noguchi,Japanese,train
Sekine,Japanese,train
Shimada,Japanese,train
Kudara,Japanese,train
Fuschida,Japanese,train
Kawatake,Japanese,train
Kikui,Japanese,train
Miyajima,Japanese,train
Nishimoto,Japanese,train
Yasuda,Japanese,train
Higo,Japanese,train
Sanjo,Japanese,train
Asano,Japanese,train
Ichimonji,Japanese,train
Komine,Japanese,train
Asai,Japanese,train
Ishikawa,Japanese,train
Kotoku,Japanese,train
Ishimaru,Japanese,train
Yoshizawa,Japanese,train
Soseki,Japanese,train
Toshusai,Japanese,train
Shibata,Japanese,train
Chino,Japanese,train
Kada,Japanese,train
Kitao,Japanese,train
Arakawa,Japanese,train
Kono,Japanese,train
Haga,Japanese,train
Ohmae,Japanese,train
Tokuoka,Japanese,train
Fukumitsu,Japanese,train
Nishiwaki,Japanese,train
Mutsu,Japanese,train
Nakayama,Japanese,train
Sato,Japanese,train
Kanagaki,Japanese,train
Tsutomu,Japanese,train
Umeki,Japanese,train
Takemitsu,Japanese,train
Tsukioka,Japanese,train
Maruya,Japanese,train
Hori,Japanese,train
Kasai,Japanese,train
Ugaki,Japanese,train
Akera,Japanese,train
Kishi,Japanese,train
Terakado,Japanese,train
Yamaguchiya,Japanese,train
Otsu,Japanese,train
Shidehara,Japanese,train
Amaya,Japanese,train
Otomo,Japanese,train
Nishi,Japanese,train
Kwakami,Japanese,train
Hatoyama,Japanese,train
Makioka,Japanese,train
Kogo,Japanese,train
Kitabatake,Japanese,train
Karube,Japanese,train
Okumura,Japanese,train
Matsuda,Japanese,train
Ogiwara,Japanese,train
Toru,Japanese,train
Hiyama,Japanese,train
Sakai,Japanese,train
Inokuma,Japanese,train
Nakasone,Japanese,train
Kubota,Japanese,train
Fujikage,Japanese,train
Hachirobei,Japanese,train
Taira,Japanese,train
Umehara,Japanese,train
Obata,Japanese,train
Inouye,Japanese,train
Funakoshi,Japanese,train
Kawachi,Japanese,train
Taka,Japanese,train
Enomoto,Japanese,train
Aoki,Japanese,train
Koga,Japanese,train
Takeshita,Japanese,train
Inukai,Japanese,train
Kurosawa,Japanese,train
Tabuchi,Japanese,train
Serizawa,Japanese,train
Ninomiya,Japanese,train
Nagasawa,Japanese,train
Murata,Japanese,train
Onohara,Japanese,train
Kimio,Japanese,train
Kurkawa,Japanese,train
Igarashi,Japanese,train
Higashikuni,Japanese,train
Tarumi,Japanese,train
Saji,Japanese,train
Nakahara,Japanese,train
Ishibashi,Japanese,train
Kondo,Japanese,train
Maeda,Japanese,train
Ariwara,Japanese,train
Ijiri,Japanese,train
Morisue,Japanese,train
Yonai,Japanese,train
Takarabe,Japanese,train
Shiomiya,Japanese,train
Yuasa,Japanese,train
Kojima,Japanese,train
Higoshi,Japanese,train
Okanao,Japanese,train
Hattori,Japanese,train
Endo,Japanese,train
Yamaha,Japanese,train
Kamon,Japanese,train
Shinozuka,Japanese,train
Matokai,Japanese,train
Miyazaki,Japanese,train
Ochiai,Japanese,train
Yamamura,Japanese,train
Futabatei,Japanese,train
Okabe,Japanese,train
Onishi,Japanese,train
Fugunaga,Japanese,train
Kamo,Japanese,train
Arihyoshi,Japanese,train
Fukuda,Japanese,train
Shige,Japanese,train
Mitsuwa,Japanese,train
Kasaya,Japanese,train
Kasamatsu,Japanese,train
Kajitani,Japanese,train
Kitano,Japanese,train
Nakata,Japanese,train
Arishima,Japanese,train
Kamachi,Japanese,train
Takewaki,Japanese,train
Tanaka,Japanese,train
Ogura,Japanese,train
Okimoto,Japanese,train
Otani,Japanese,train
Kotara,Japanese,train
Kamata,Japanese,train
Urogataya,Japanese,train
Hirase,Japanese,train
Tani,Japanese,train
Takahashi,Japanese,train
Koyanagi,Japanese,train
Matsumara,Japanese,train
Mizutani,Japanese,train
Yuhara,Japanese,train
Satoh,Japanese,train
Masanobu,Japanese,train
Nonomura,Japanese,train
Katsura,Japanese,train
Nishikawa,Japanese,train
Tange,Japanese,train
Munkata,Japanese,train
Taniguchi,Japanese,train
Seo,Japanese,train
Fuwa,Japanese,train
Nakanoi,Japanese,train
Iijima,Japanese,train
Iemochi,Japanese,train
Yano,Japanese,train
Kimura,Japanese,train
Shiskikura,Japanese,train
Fuse,Japanese,train
Sen,Japanese,train
Kuroda,Japanese,train
Kawasawa,Japanese,train
Isobe,Japanese,train
Ieyoshi,Japanese,train
Takimoto,Japanese,train
Terauchi,Japanese,train
Tsukatani,Japanese,train
Kawabata,Japanese,train
Sotomura,Japanese,train
Yamaoka,Japanese,train
Makino,Japanese,train
Tsukahara,Japanese,train
Yasuhiro,Japanese,train
Murkami,Japanese,train
Munakata,Japanese,train
Saiki,Japanese,train
Suzambo,Japanese,train
Miyagi,Japanese,train
Takashi,Japanese,train
Sakata,Japanese,train
Abukara,Japanese,train
Royama,Japanese,train
Kurogane,Japanese,train
Ko,Japanese,train
Narato,Japanese,train
Uesugi,Japanese,train
Yamashita,Japanese,train
Ki,Japanese,train
Iseki,Japanese,train
Joshuyo,Japanese,train
Sakagami,Japanese,train
Iwasa,Japanese,train
Kyubei,Japanese,train
Fukusaku,Japanese,train
Matsuya,Japanese,train
Nakanishi,Japanese,train
Yamhata,Japanese,train
Ozawa,Japanese,train
Hasimoto,Japanese,train
Ui,Japanese,train
Dan,Japanese,train
Okamura,Japanese,train
Konishi,Japanese,train
Egami,Japanese,train
Otaka,Japanese,train
Imoo,Japanese,train
Monomonoi,Japanese,train
Muraoka,Japanese,train
Masuzoe,Japanese,train
Ise,Japanese,train
Shibukji,Japanese,train
Nomura,Japanese,train
Joshuya,Japanese,train
Nakasawa,Japanese,train
Goto,Japanese,train
Baisotei,Japanese,train
Muruyama,Japanese,train
Shimuzu,Japanese,train
Yamakazi,Japanese,train
Kitamura,Japanese,train
Masuko,Japanese,train
Akiyama,Japanese,train
Yosano,Japanese,train
Modegi,Japanese,train
Sugawara,Japanese,train
Toshishai,Japanese,train
Uchida,Japanese,train
Minabuchi,Japanese,train
Idane,Japanese,train
Ishihara,Japanese,train
Mayuzumi,Japanese,train
Marusa,Japanese,train
Tsutaya,Japanese,train
Uemura,Japanese,train
Fukunaka,Japanese,train
Nishimura,Japanese,train
Dazai,Japanese,train
Yokokawa,Japanese,train
Horigome,Japanese,train
Ayabito,Japanese,train
Kogara,Japanese,train
Toyota,Japanese,train
Murakami,Japanese,train
Kita,Japanese,train
Kase,Japanese,train
Sasaki,Japanese,train
Tamura,Japanese,train
Matsuo,Japanese,train
Nishio,Japanese,train
Kaminaga,Japanese,train
Kato,Japanese,train
Yamakage,Japanese,train
Ando,Japanese,train
Teshima,Japanese,train
Hotta,Japanese,train
Morishita,Japanese,train
Kusunoki,Japanese,train
Miki,Japanese,train
Matano,Japanese,train
Nagai,Japanese,train
Amori,Japanese,train
Kajahara,Japanese,train
Maruyama,Japanese,train
Ina,Japanese,train
Kijmuta,Japanese,train
Shirokawa,Japanese,train
Miyamoto,Japanese,train
Watoga,Japanese,train
Tsurimi,Japanese,train
Terajima,Japanese,train
Suzuki,Japanese,train
Mizuno,Japanese,train
Aida,Japanese,train
Hida,Japanese,train
Yamagata,Japanese,train
Shirahata,Japanese,train
Shimohira,Japanese,train
Sone,Japanese,train
Sumitimo,Japanese,train
Koizumi,Japanese,train
Iwahara,Japanese,train
Endoso,Japanese,train
Okano,Japanese,train
Shigi,Japanese,train
Oishi,Japanese,train
Hatakeda,Japanese,train
Bando,Japanese,train
Nishimuraya,Japanese,train
Yanagi,Japanese,train
Karubo,Japanese,train
Yoshitomi,Japanese,train
Ibuka,Japanese,train
Katsumata,Japanese,train
Hirayama,Japanese,train
Komatsuzaki,Japanese,train
Anzai,Japanese,train
Uetake,Japanese,train
Kumasaka,Japanese,train
Ieyasu,Japanese,train
